docId,filename,toptopics...
0,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e1.txt,5,0.6002266036683912,2,0.3232775284321087,3,0.07134359975328818,4,0.003919569737019678,7,7.290597776077402E-4,0,2.4626794205630546E-4,1,1.0800830832822513E-4,8,5.776683522220278E-5,9,5.179296532377406E-5,6,3.980258065396455E-5
1,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e10.txt,5,0.5921123230758296,8,0.3986000056142642,3,0.0067164699066300255,0,0.002142741129454041,1,1.060921119154856E-4,2,1.0153899775619009E-4,7,8.251129461900234E-5,9,5.087409624884176E-5,4,4.834733795624498E-5,6,3.90964353263743E-5
2,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e11.txt,5,0.6416420116209473,8,0.29337420031942557,2,0.039086478993105085,4,0.013430137989730534,1,0.009991248271817427,3,0.001513316923720556,0,8.041775906966316E-4,7,7.578840998246542E-5,9,4.672895852377846E-5,6,3.5910922050734714E-5
3,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e12.txt,5,0.5129532586345905,8,0.3564846673750771,3,0.12022271889985442,7,0.006580896905221959,0,0.0034622455915306566,1,9.083946342803296E-5,2,8.69409412882676E-5,9,4.35600302623096E-5,4,4.1396538902135056E-5,6,3.3475619844629034E-5
4,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e13.txt,5,0.6301863092184756,7,0.28323450450915677,3,0.07244513187724334,0,0.011567027436889784,8,0.002181505993455543,1,1.1822764569305736E-4,2,1.1315371552137738E-4,9,5.66934196866019E-5,4,5.3877633679748715E-5,6,4.356855019824926E-5
5,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e2.txt,5,0.4783294104212573,4,0.3263191961056872,3,0.19246877408906235,0,0.0019222854548810247,7,6.424469082727544E-4,1,9.517683718737898E-5,2,9.109216965450875E-5,8,5.090409021189131E-5,9,4.563992070954616E-5,6,3.5074003076020175E-5
6,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e3.txt,5,0.624359214301812,0,0.32937161295865536,8,0.022454256612247463,6,0.015592931591536859,3,0.004106556352908382,2,0.001966251772537123,9,0.0019165010313791026,1,1.0417786360542978E-4,7,8.102252129332129E-5,4,4.747499402503768E-5
7,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e4.txt,5,0.5449606569297494,2,0.3670310339409261,3,0.04026014500207687,8,0.03874241557230291,0,0.008089342423006803,7,6.832249152551906E-4,1,1.0121799277769491E-4,9,4.853682157622691E-5,4,4.612614845460239E-5,6,3.730025387420866E-5
8,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e5.txt,5,0.5735148110383917,2,0.3313934198707184,3,0.04206783791347534,0,0.030616324089723375,1,0.019763136930153788,7,0.0024610331337655104,8,5.3360957121612066E-5,9,4.784271444354298E-5,4,4.546651546657709E-5,6,3.6766836740077847E-5
9,file:/C:/Users/starl/Desktop/TopicModelingTool/TopicModelingTool/input/s1e6.txt,5,0.5698879995958828,1,0.2767160821102092,3,0.08343988426385802,7,0.03866621621414532,0,0.030983715375904136,2,1.0479249998588238E-4,8,5.8560103388062646E-5,9,5.250419886199363E-5,4,4.989647843740303E-5,6,4.034915932718437E-5
